Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
KING FAISAL UNIVERSITY,Saudi Arabia,25.931997,49.64449,1000,1000,XL,FO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,99.6,66.0,0.0,0.0,14.1,2020,-2.53927094553334,1.8070424214804737,blue
KING KHALID UNIVERSITY,Saudi Arabia,24.713405,46.621625,510,448,XL,FC,MD,2.0,A,0.0,0,0.0,0,72.5,181,0.0,0,100.0,38.0,23.2,494.0,24.1,2020,-0.4934015980043896,1.8711047160533687,blue
KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI,Thailand,13.650835,100.491948,1000,1000,L,CO,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-3.098188152239396,-0.2745729665977616,blue
KING SAUD UNIVERSITY (KSU),Saudi Arabia,24.7255265,46.624655,281,256,XL,FC,VH,4.0,A,28.3,301,16.8,501,69.0,198,15.9,601,91.5,157.0,11.3,601.0,35.2,2020,1.0647285406489646,0.1406537770858977,blue
KING'S COLLEGE LONDON (KCL),United Kingdom,51.42141,-0.225741,33,31,L,FC,VH,5.0,A,88.5,46,80.4,77,82.3,132,52.0,205,98.5,89.0,99.8,29.0,80.5,2020,5.490448683185122,0.2741436757087573,red
"KINGSTON UNIVERSITY, LONDON",United Kingdom,51.402905,-0.303256,600,600,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,77.0,228.0,95.7,76.0,20.5,2020,-0.8803770985153065,2.7667686590332714,blue
"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",Germany,49.009444,8.411667,124,116,L,CO,VH,4.0,A,46.3,172,88.9,54,29.5,514,72.6,83,60.0,294.0,64.3,215.0,54.2,2020,3.468941063755893,0.5152549809925265,red
KOBE UNIVERSITY,Japan,34.728202,135.234463,395,352,L,FC,VH,4.0,A,24.6,340,27.4,342,58.3,251,15.4,601,10.2,601.0,9.0,601.0,28.4,2020,0.105118621784464,-0.9727164778701084,blue
KONKUK UNIVERSITY,South Korea,37.541838,127.078139,580,590,L,FC,HI,4.0,B,0.0,0,0.0,0,59.1,246,0.0,0,0.0,0.0,16.2,581.0,21.0,2020,-1.4138958956725491,-0.7145993514119326,blue
KOREA UNIVERSITY,South Korea,37.588049,127.030937,83,86,L,FC,VH,5.0,B,70.0,86,85.0,59,83.1,126,35.4,381,15.2,601.0,44.7,317.0,63.4,2020,3.666982577221277,-1.719042937558245,red
KOÇ UNIVERSITY,Turkey,41.204971,29.073573,451,448,M,CO,VH,3.0,B,16.3,501,31.4,304,49.8,305,18.4,580,39.9,398.0,6.7,601.0,25.7,2020,-0.1546045865175666,0.1660154756300078,blue
"KTH, ROYAL INSTITUTE OF TECHNOLOGY",Sweden,59.3464415,18.07222775,98,104,L,CO,VH,5.0,A,47.5,166,68.4,102,63.0,229,72.8,82,96.9,116.0,48.7,297.0,60.5,2020,3.889117628647829,0.004178574787777,red
KUMAMOTO UNIVERSITY,Japan,32.81362,130.72774,540,520,M,FC,VH,4.0,A,0.0,0,0.0,0,81.3,138,0.0,0,0.0,0.0,0.0,0.0,22.3,2020,-1.2177032619164196,-1.1819463505701695,blue
KUWAIT UNIVERSITY,Kuwait,29.339734,47.916311,1000,1000,XL,FC,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0,48.4,341.0,32.2,411.0,14.1,2020,-2.5359044719531387,0.9811566155935826,blue
KYOTO INSTITUTE OF TECHNOLOGY,Japan,35.049547,135.781965,1000,1000,S,FO,VH,4.0,A,0.0,0,0.0,0,28.4,531,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.898349848402232,-0.4959231949933824,blue
KYOTO UNIVERSITY,Japan,35.0300045,135.760973,33,35,L,FC,VH,5.0,A,98.7,20,92.5,41,96.3,56,53.2,196,15.4,601.0,17.5,564.0,80.5,2020,4.721799687808164,-2.502022936685832,red
KYUNG HEE UNIVERSITY,South Korea,37.650028,127.238968,247,264,L,FC,VH,4.0,B,27.1,310,32.4,298,87.8,94,18.4,578,15.2,601.0,41.1,338.0,38.3,2020,1.2046690249097975,-0.7343712691605817,blue
KYUNGPOOK NATIONAL UNIVERSITY,South Korea,35.8909105,128.6112765,650,700,L,FC,VH,4.0,A,0.0,0,0.0,0,41.5,369,0.0,0,0.0,0.0,0.0,0.0,20.2,2020,-1.891793385118765,-0.7873778361185078,blue
KYUSHU INSTITUTE OF TECHNOLOGY,Japan,33.89449,130.8394785,1000,1000,M,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,29.2,443,16.3,596.0,0.0,0.0,14.1,2020,-2.566126706377564,-0.5283072589939699,blue
KYUSHU UNIVERSITY,Japan,33.595327,130.217278,132,126,L,FC,VH,5.0,A,55.5,133,49.2,172,85.6,106,32.6,411,18.6,565.0,21.5,509.0,52.9,2020,2.538878980112884,-1.837553978424976,red
L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY,Kazakhstan,51.160245,71.464825,418,394,L,FO,HI,2.0,A,12.9,501,14.8,501,93.0,70,1.4,601,32.3,442.0,6.1,601.0,27.5,2020,-0.3050449289402358,0.2523225094036426,blue
LA TROBE UNIVERSITY,Australia,-37.7212385,145.0482135,400,397,L,CO,VH,4.0,A,19.8,417,22.0,423,8.4,601,33.2,404,97.7,108.0,95.9,74.0,28.2,2020,0.9779468120162969,2.2336342268434533,blue
LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,31.470176,74.4098855,750,750,S,CO,HI,3.0,B,0.0,0,36.3,264,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-2.104317405448551,0.0744174102327913,blue
LANCASTER UNIVERSITY,United Kingdom,54.0075255,-2.787612,128,131,L,FC,VH,4.0,A,40.4,201,27.0,347,52.5,288,70.6,91,94.5,134.0,97.3,60.0,53.2,2020,3.201049312449696,1.5583801537988242,red
LANZHOU UNIVERSITY,China,36.045899,103.867971,800,650,XL,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,41.8,315,0.0,0.0,0.0,0.0,15.1,2020,-1.8541310553011603,-0.8986949801461422,blue
LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,61.065426,28.091146,491,530,S,,,,A,6.6,501,17.2,501,23.6,599,56.3,169,49.4,339.0,28.6,444.0,24.3,2020,-0.0588439690138548,0.3840733480620819,blue
LAVAL UNIVERSITY,Canada,45.558582,-73.721343,416,402,L,FC,VH,5.0,A,21.3,385,21.3,433,30.7,494,29.6,437,69.1,254.0,28.7,442.0,27.7,2020,0.4911040640363169,-0.0213619366751573,blue
LEBANESE AMERICAN UNIVERSITY,Lebanon,33.888996444,35.47333144,590,650,M,FC,MD,4.0,B,0.0,0,27.7,338,30.1,507,0.0,0,95.6,128.0,49.6,291.0,20.7,2020,-0.4824046939516505,1.4707597542971869,blue
LEHIGH UNIVERSITY,United States,40.6071065,-75.3781415,560,510,M,CO,VH,5.0,B,0.0,0,0.0,0,35.5,439,42.1,311,0.0,0.0,43.2,327.0,21.7,2020,-0.6827937253754165,-0.6052187845233719,blue
LEIBNIZ UNIVERSITÄT HANNOVER,Germany,52.3825465,9.7178245,700,560,L,CO,VH,5.0,A,19.6,425,0.0,0,0.0,0,21.7,531,31.5,448.0,34.4,396.0,18.4,2020,-1.0340241147401807,-0.076490166638335,blue
LEIDEN UNIVERSITY,Netherlands,52.081796,4.325686,118,122,XL,FC,VH,5.0,A,67.6,93,30.5,317,29.7,510,64.1,124,81.0,214.0,47.0,303.0,55.4,2020,3.1056851657998115,-0.0224515357639063,red
LINCOLN UNIVERSITY,New Zealand,39.81012,-75.928314,356,317,S,CO,VH,5.0,A,8.7,501,10.0,501,44.0,344,37.9,349,95.9,124.0,98.8,43.0,30.7,2020,1.2966632135744816,1.4664048990212573,blue
LINGNAN UNIVERSITY (HONG KONG),Hong Kong,22.410066,113.982752,600,650,S,SP,HI,5.0,A,0.0,0,0.0,0,28.4,533,18.5,577,100.0,31.0,51.2,283.0,20.5,2020,-0.5009906689389226,1.113367470465746,blue
LINKÖPING UNIVERSITY,Sweden,58.3996545,15.5770785,324,302,L,CO,VH,4.0,A,19.7,422,24.9,379,40.3,383,51.5,210,65.9,264.0,17.8,555.0,33.0,2020,0.9499033768975128,0.2110588123141601,blue
LIVERPOOL JOHN MOORES UNIVERSITY,United Kingdom,53.4042665,-2.976810125,1000,1000,L,,,,,0.0,0,0.0,0,0.0,0,0.0,0,44.7,363.0,32.7,407.0,14.1,2020,-2.53427638259353,0.8145948218212967,blue
LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,56.296505,43.936058,650,650,L,FO,VH,5.0,A,0.0,0,0.0,0,66.2,212,0.0,0,0.0,0.0,16.8,571.0,20.2,2020,-1.4259894595350844,-1.2845443619814798,blue
LODZ UNIVERSITY OF TECHNOLOGY,Poland,51.7487895,19.4497955,1000,1000,L,CO,HI,4.0,A,0.0,0,0.0,0,31.9,474,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.8737218884222995,-0.5232022724365047,blue
LOMONOSOV MOSCOW STATE UNIVERSITY,Russia,55.702888,37.530582,84,90,XL,FC,VH,5.0,A,73.6,77,84.9,60,99.7,34,7.2,601,18.0,571.0,56.1,260.0,63.2,2020,3.621089685108819,-1.6955954061643048,red
LONDON BUSINESS SCHOOL,United Kingdom,51.5261795,-0.161,1000,1000,S,SP,VH,4.0,A,23.8,352,90.5,48,0.0,0,94.6,23,100.0,15.0,100.0,2.0,0.0,2020,0.4781197679539162,2.792475574479874,blue
LONDON METROPOLITAN UNIVERSITY,United Kingdom,51.5520135,-0.110613,800,800,M,CO,HI,2.0,A,0.0,0,0.0,0,0.0,0,0.0,0,57.5,307.0,98.9,42.0,15.1,2020,-1.6914725946335696,3.205709290962329,blue
LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE (LSE),United Kingdom,51.5142765,-0.116634,44,38,M,SP,VH,5.0,A,78.9,68,99.7,10,34.8,450,91.1,29,100.0,29.0,100.0,7.0,77.0,2020,5.597782962107374,0.7818002494803503,red
LONDON SOUTH BANK UNIVERSITY,United Kingdom,51.497843,-0.101855,750,800,M,,,3.0,,0.0,0,0.0,0,0.0,0,0.0,0,60.2,293.0,92.7,98.0,16.6,2020,-1.5193781012717391,2.5693626558949854,blue
LOUGHBOROUGH UNIVERSITY,United Kingdom,52.7673425,-1.2289455,222,218,L,FO,VH,4.0,A,30.0,283,63.3,116,34.4,453,40.4,324,82.8,204.0,72.1,177.0,41.2,2020,2.3130103347168687,1.1427775702200953,blue
LOUISIANA STATE UNIVERSITY,United States,30.414605,-91.178322,700,700,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,46.5,260,0.0,0.0,0.0,0.0,18.4,2020,-1.672541270981992,-0.913148284105283,blue
LOYOLA UNIVERSITY CHICAGO,United States,41.998188,-87.656028,800,1000,L,FC,HI,5.0,B,0.0,0,0.0,0,28.9,519,0.0,0,0.0,0.0,0.0,0.0,15.1,2020,-2.5221662798333666,-1.108122009508554,blue
LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN,Germany,48.150471,11.594703,63,62,XL,FC,VH,5.0,A,91.1,39,83.2,65,52.6,285,45.7,271,61.5,285.0,37.7,362.0,69.6,2020,4.275713362266207,-1.0200102562635962,red
LUND UNIVERSITY,Sweden,55.703497186,13.189332576,92,92,L,FC,VH,5.0,A,69.6,87,54.3,147,50.1,303,51.9,206,89.3,174.0,70.1,183.0,61.8,2020,3.864148734553826,0.186710039142899,red
M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,Kazakhstan,43.0,68.5,491,480,L,CO,MD,4.0,A,7.0,501,6.1,501,94.1,64,1.0,601,17.1,584.0,17.7,557.0,24.3,2020,-0.5497814793808624,-0.8174479226198784,blue
MAASTRICHT UNIVERSITY,Netherlands,50.84507,5.685128,239,211,L,CO,VH,3.0,A,22.1,380,22.1,420,24.6,583,65.1,119,97.4,111.0,100.0,15.0,39.0,2020,2.035091913808732,2.6391073471473017,blue
MACQUARIE UNIVERSITY,Australia,-33.7750065,151.112474,237,250,L,FC,VH,4.0,A,30.6,271,47.3,184,23.6,598,40.5,323,96.5,120.0,95.8,75.0,39.5,2020,2.2256768394922752,1.8665708118818087,blue
MAHIDOL UNIVERSITY,Thailand,13.792803,100.326207,314,380,L,FC,VH,4.0,A,38.9,212,33.2,289,61.4,236,6.7,601,8.9,601.0,5.9,601.0,33.4,2020,0.4408299840482165,-1.2084577262814664,blue
MANAGEMENT AND SCIENCE UNIVERSITY,Malaysia,3.077666,101.552601,550,1000,M,FO,MD,2.0,,0.0,0,23.4,399,47.3,314,0.0,0,50.6,334.0,41.7,333.0,21.9,2020,-1.3350408608491615,1.7349701463167593,blue
MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,53.4704565,-2.2383945,800,1000,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,40.2,395.0,38.0,360.0,15.1,2020,-2.390445498853579,1.4607275177333812,blue
MANIPAL ACADEMY OF HIGHER EDUCATION,India,13.354717,74.785142,750,800,L,FC,HI,4.0,B,0.0,0,0.0,0,53.3,279,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-2.12583153102625,-0.8122666799306975,blue
MARQUETTE UNIVERSITY,United States,43.0381805,-87.928479,1000,1000,M,CO,VH,5.0,B,0.0,0,0.0,0,28.7,522,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.7886052811253648,-1.0583288316250925,blue
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,Germany,51.486307,11.969227,520,570,L,FC,HI,5.0,A,0.0,0,0.0,0,76.6,164,0.0,0,,0.0,0.0,0.0,23.4,2020,-0.9055421646812452,-1.129772105680967,blue
MASARYK UNIVERSITY,Czech Republic,49.19249923,16.602997588,560,580,L,CO,VH,5.0,A,21.7,384,21.0,440,0.0,0,0.0,0,25.2,498.0,70.9,180.0,21.7,2020,-0.5384389251624283,0.2743197624168838,blue
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),United States,42.358984,-71.0935805,1,1,M,CO,VH,5.0,B,100.0,5,100.0,4,100.0,15,99.8,7,100.0,43.0,94.1,87.0,100.0,2020,6.980182574470206,-0.0520940090536225,red
MASSEY UNIVERSITY,New Zealand,-40.3850435,175.6169295,287,332,M,CO,VH,4.0,A,29.1,292,30.7,314,24.3,585,27.7,452,98.6,87.0,94.8,83.0,34.9,2020,1.6197582067438812,1.9505741634496725,blue
MAYNOOTH UNIVERSITY,Ireland,53.380368,-6.5976325,750,750,M,FO,VH,2.0,A,0.0,0,0.0,0,0.0,0,18.4,581,79.7,216.0,19.0,540.0,16.6,2020,-1.7834091865031372,2.2676472578915936,blue
MCGILL UNIVERSITY,Canada,45.50463675,-73.5763445,35,33,L,FC,VH,5.0,A,92.2,36,93.8,33,63.3,225,58.4,154,93.7,144.0,96.2,71.0,80.4,2020,5.5756602804648185,0.2571447992704174,red
MCMASTER UNIVERSITY,Canada,43.2620975,-79.9191015,140,146,L,FC,VH,5.0,A,40.4,200,42.5,223,85.0,112,32.4,413,97.9,104.0,45.1,314.0,51.2,2020,2.8765168697701315,-0.1305728600181022,red
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,48.939199,-57.936333,750,700,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,24.8,486,32.1,444.0,53.5,273.0,16.6,2020,-1.5021770773624947,0.9721526934163294,blue
MIAMI UNIVERSITY,United States,39.5047545,-84.7837535,1000,1000,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30.5,424.0,14.1,2020,-2.7647622333160617,-0.3455579085472269,blue
MICHIGAN STATE UNIVERSITY,United States,42.7265225,-84.481054,144,141,XL,FC,VH,5.0,A,61.9,111,65.8,109,18.6,601,54.4,186,63.8,277.0,36.2,377.0,51.1,2020,2.936271757047336,-0.4004179637878904,red
MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,47.1195605,-88.548516,650,600,M,CO,VH,5.0,A,0.0,0,0.0,0,30.7,493,38.2,343,0.0,0.0,28.5,446.0,20.2,2020,-1.1166367683193206,-0.7592309462577801,blue
MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,35.247662,33.023643,600,560,L,CO,VH,4.0,A,23.9,350,46.5,192,0.0,0,19.3,563,0.0,0.0,0.0,0.0,20.5,2020,-0.8383261671328851,-0.7054391095465121,blue
MIDDLESEX UNIVERSITY,United Kingdom,51.58959,-0.228408,1000,800,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,17.5,598,85.9,190.0,35.4,383.0,14.1,2020,-1.9399119711491173,2.1438331787307474,blue
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,37.955188,-91.773536,700,750,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,49.3,238,40.5,392.0,24.5,484.0,18.4,2020,-1.2498878904821755,0.117902887853146,blue
MONASH UNIVERSITY,Australia,-37.91063,145.133607,58,59,XL,FC,VH,4.0,A,88.0,50,91.9,42,17.1,601,64.2,123,100.0,44.0,99.9,27.0,70.9,2020,4.936272499697568,1.4296090382579378,red
MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,56.8425105,60.65192,302,312,M,FO,VH,4.0,A,14.9,501,27.8,336,97.9,46,11.4,601,32.7,440.0,39.3,349.0,34.3,2020,0.8697289701690787,-0.4667323482783646,blue
MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY,Russia,55.672222,37.486944,366,355,M,SP,MD,4.0,A,9.9,501,25.7,371,99.9,26,1.1,601,15.6,601.0,54.7,267.0,30.3,2020,0.463779093150162,-0.4395951307221951,blue
MULTIMEDIA UNIVERSITY (MMU),Malaysia,2.2485815,102.275817,1000,1000,M,SP,HI,2.0,C,0.0,0,0.0,0,0.0,0,0.0,0,20.2,546.0,25.8,472.0,14.1,2020,-2.98727325865362,1.567864607476679,blue
MURDOCH UNIVERSITY,Australia,-32.06937175,115.841134,580,600,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,36.4,371,81.5,211.0,44.1,323.0,21.0,2020,-0.8043247235545607,2.0727830165202983,blue
MUSTANSIRIYAH UNIVERSITY,Iraq,33.3385,44.3896,1000,1000,XL,FC,MD,4.0,A,0.0,0,0.0,0,35.8,436,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.846279304444661,-0.5535989587302695,blue
NAGASAKI UNIVERSITY,Japan,32.7856985,129.8648125,540,530,M,CO,VH,4.0,A,0.0,0,0.0,0,84.3,120,0.0,0,0.0,0.0,0.0,0.0,22.3,2020,-1.2085928705276734,-1.20253181593965,blue
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,35.366517,137.113048,1000,800,M,SP,VH,5.0,A,0.0,0,0.0,0,0.0,0,42.0,312,0.0,0.0,0.0,0.0,14.1,2020,-2.29699218495211,-0.8081189560053353,blue
NAGOYA UNIVERSITY,Japan,35.156525,136.9245875,115,111,L,FC,VH,5.0,A,60.5,118,38.6,246,90.6,79,37.3,361,17.7,578.0,21.3,513.0,55.8,2020,2.6563691189215106,-1.911954604222164,red
NANJING UNIVERSITY,China,32.116885,118.958144,120,122,XL,FC,VH,5.0,A,60.7,117,30.3,318,31.0,487,84.2,47,68.6,258.0,11.1,601.0,54.5,2020,2.863449930821982,-0.7148887031442237,red
NANKAI UNIVERSITY,China,39.101647,117.1661475,368,338,L,FC,VH,5.0,A,22.3,375,5.4,501,28.4,532,63.2,127,30.9,452.0,8.0,601.0,29.8,2020,0.4273888174431837,-0.8642003207068621,blue
NANYANG TECHNOLOGICAL UNIVERSITY (NTU),Singapore,1.347227,103.681792,11,12,L,FC,VH,3.0,A,92.1,37,93.8,35,93.9,66,88.8,36,100.0,21.0,74.2,169.0,91.8,2020,6.073837776490308,0.8762453516081206,red
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,37.975162766,23.733663732,700,700,XL,FC,VH,5.0,A,19.5,426,27.7,339,0.0,0,26.7,460,0.0,0.0,15.8,587.0,18.4,2020,-1.1589497485436615,-0.8635370839717864,blue
NATIONAL CENTRAL UNIVERSITY,Taiwan,24.9676311295,121.18906591,427,415,M,CO,VH,4.0,A,23.0,361,19.5,469,32.8,462,36.3,374,20.7,541.0,20.3,528.0,27.1,2020,0.0446277714595417,-0.335354758696695,blue
NATIONAL CHENG KUNG UNIVERSITY,Taiwan,22.996304,120.218153,225,234,L,FC,VH,4.0,A,40.8,196,53.4,152,42.5,360,39.7,329,17.7,579.0,26.4,466.0,40.4,2020,1.5781568441276668,-0.6793495616345532,blue
NATIONAL CHENGCHI UNIVERSITY,Taiwan,24.987311,121.575021,560,650,M,CO,HI,4.0,A,20.2,411,31.2,307,29.3,515,0.0,0,0.0,0.0,56.7,254.0,21.7,2020,-0.6937320541795303,0.0001913467818721,blue
NATIONAL CHIAO TUNG UNIVERSITY,Taiwan,24.7917755,120.9921855,227,208,M,CO,VH,5.0,A,28.9,293,52.1,160,45.8,325,54.6,185,29.1,471.0,31.5,415.0,40.0,2020,1.82280923923181,-0.9163988699988284,blue
NATIONAL CHUNG CHENG UNIVERSITY,Taiwan,23.563347,120.4740845,1000,1000,M,CO,VH,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-3.2058217515179828,0.2854944633959661,blue
NATIONAL CHUNG HSING UNIVERSITY,Taiwan,24.9454515,121.37207,700,700,L,CO,VH,5.0,A,0.0,0,0.0,0,24.0,589,25.8,476,0.0,0.0,0.0,0.0,18.4,2020,-1.7272122963539374,-1.1408425922489218,blue
"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,55.649722,37.664444,329,329,M,FO,VH,4.0,A,9.8,501,14.7,501,97.6,48,6.7,601,46.2,350.0,74.1,170.0,32.4,2020,0.8405869315078739,0.3656439018812156,blue
NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,51.592365,45.960804,530,510,M,CO,HI,5.0,A,0.0,0,0.0,0,98.1,44,0.0,0,0.0,0.0,14.9,594.0,22.8,2020,-0.84692774885118,-1.641409894849881,blue
NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE),Russia,55.761593800851,37.6332859272397,322,343,XL,FO,VH,3.0,A,22.6,367,33.0,291,94.8,62,2.1,601,9.6,601.0,16.7,573.0,33.1,2020,0.4021733265034289,-0.6505165196688802,blue
NATIONAL SUN YAT-SEN UNIVERSITY,Taiwan,22.630732,120.263924,410,402,M,CO,VH,3.0,A,24.7,339,19.4,473,36.5,428,37.6,353,15.6,601.0,8.6,601.0,27.9,2020,-0.0682152142329813,-0.0874838743502155,blue
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,25.0283905,121.53762175,520,570,M,FO,VH,5.0,A,0.0,0,19.1,480,38.0,408,32.0,419,27.0,486.0,18.9,542.0,23.4,2020,-0.5275040206564473,-0.6612196413875482,blue
NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,25.021115625,121.5361145,331,308,M,CO,VH,4.0,A,28.8,296,11.4,501,70.8,191,11.0,601,15.1,601.0,49.0,296.0,32.3,2020,0.5493198610915493,-0.3978000485909839,blue
NATIONAL TAIWAN UNIVERSITY (NTU),Taiwan,25.021115625,121.5361145,69,72,XL,FC,VH,4.0,A,89.8,41,82.4,68,41.9,365,59.7,144,20.8,540.0,30.4,427.0,67.3,2020,3.822448694350029,-1.0638183067122806,red
NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,25.0283905,121.53762175,251,257,M,FO,VH,3.0,A,24.4,346,30.6,316,64.2,221,43.6,291,24.3,508.0,36.7,374.0,37.6,2020,1.1607647193645674,0.1484987604087627,blue
"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,50.042547,36.284366,700,750,L,FO,HI,5.0,A,0.0,0,0.0,0,66.4,210,0.0,0,0.0,0.0,0.0,0.0,18.4,2020,-1.76748421890286,-1.5079761084238512,blue
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,Greece,37.976594,23.784194,454,446,L,FO,VH,5.0,A,18.7,444,45.0,202,9.0,601,56.3,170,1.6,601.0,7.3,601.0,25.6,2020,0.1274878005549187,-1.177913393538242,blue
"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,50.449091,30.459302,750,650,L,FO,HI,5.0,A,0.0,0,21.6,430,46.7,316,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-1.6203325853296884,-1.4073645907556382,blue
NATIONAL TSING HUA UNIVERSITY,Taiwan,24.794726,120.9942755,173,163,L,CO,VH,4.0,A,47.5,165,59.6,129,32.2,470,65.8,116,24.6,506.0,18.0,552.0,46.8,2020,2.222662390657817,-0.6890359539394596,blue
NATIONAL UNIVERSITY LVIV POLYTECHNIC,Ukraine,49.825183,24.038971,800,800,L,CO,HI,5.0,A,0.0,0,0.0,0,48.2,309,0.0,0,0.0,0.0,0.0,0.0,15.1,2020,-2.146374900062969,-1.3144786567588311,blue
"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,53.278024875,-9.0608545,259,260,L,FC,HI,5.0,A,22.4,372,24.4,385,73.7,176,16.1,601,90.9,163.0,61.1,230.0,37.1,2020,1.6447390241321378,0.3378478597719416,blue
"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,55.7275,37.6075,451,476,M,CO,VH,4.0,A,9.3,501,16.5,501,74.1,170,7.3,601,11.0,601.0,68.1,193.0,25.7,2020,-0.0481033756340087,0.0150817388981009,blue
NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,Pakistan,33.6449595,72.98959,400,417,M,CO,VH,3.0,A,16.4,501,39.4,241,76.6,163,9.2,601,3.7,601.0,5.4,601.0,28.2,2020,-0.0664410548171492,-0.6836567332151678,blue
NATIONAL UNIVERSITY OF SINGAPORE (NUS),Singapore,1.294541875,103.776866875,11,11,XL,FC,VH,5.0,A,99.8,11,99.2,14,88.3,89,75.7,71,100.0,23.0,76.4,158.0,91.8,2020,6.298997271407145,-0.2446532743631133,red
NATIONAL YANG MING UNIVERSITY,Taiwan,25.1216,121.51381,287,292,S,FC,VH,3.0,A,14.4,501,16.9,501,99.9,28,33.2,402,5.8,601.0,7.8,601.0,34.9,2020,0.5128447477303312,-0.7820336962424587,blue
NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,40.742124,-74.178891,800,800,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,25.7,478,0.0,0.0,54.9,266.0,15.1,2020,-1.8015652373670048,-0.0080046464820118,blue
NEW SCHOOL UNIVERSITY,United States,40.735506,-73.993784,570,540,M,FO,HI,5.0,B,0.0,0,0.0,0,57.5,257,0.0,0,0.0,0.0,96.3,69.0,21.4,2020,-0.6440011871686934,0.0041585351689186,blue
