Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
KEIO UNIVERSITY,Japan,35.388063,139.425487,198,192,XL,FC,VH,5,B,51.1,146,77.0,86,63.5,231,9.7,601,13.4,601.0,11.1,601.0,44.1,2019,1.9636100527035567,-1.840843550776358,blue
KENT STATE UNIVERSITY,United States,41.145643,-81.3415995,800,1000,L,CO,HI,5,A,0.0,0,0.0,0,0.0,0,35.6,357,21.7,509.0,19.7,530.0,15.3,2019,-2.038348327416129,-0.3135749062758449,blue
KHALIFA UNIVERSITY,United Arab Emirates,24.447017,54.394438,315,460,S,SP,VH,2,A,6.4,501,7.4,501,82.7,129,27.7,454,100.0,9.0,56.9,255.0,33.3,2019,0.6646716207374572,2.517468753218118,blue
KHON KAEN UNIVERSITY,Thailand,17.802659,102.747855,1000,1000,XL,FC,HI,4,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-3.108564534373996,-0.3009237337161131,blue
KING ABDUL AZIZ UNIVERSITY (KAU),Saudi Arabia,21.489664708,39.250165666,231,267,XL,FC,VH,4,A,24.9,330,25.1,388,71.3,191,25.3,474,99.1,73.0,63.9,223.0,40.0,2019,1.8106020888440428,1.160956900321439,blue
KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY (KAUST),Saudi Arabia,22.310040692344,39.1044824232869,1000,1000,S,FO,VH,1,B,20.8,390,0.0,0,88.5,93,100.0,1,100.0,4.0,100.0,9.0,0.0,2019,-0.3798445794330898,4.262716302334388,blue
KING FAHD UNIVERSITY OF PETROLEUM & MINERALS (KFUPM),Saudi Arabia,26.31044325,50.14701575,189,173,M,CO,VH,4,A,24.4,335,29.7,327,93.9,71,33.6,376,100.0,19.0,35.9,382.0,45.1,2019,2.174587271198419,0.5513035211951189,blue
KING FAISAL UNIVERSITY,Saudi Arabia,25.931997,49.64449,1000,800,XL,FO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,100.0,49.0,0.0,0.0,14.2,2019,-2.3290810015433787,1.787127609458809,blue
KING KHALID UNIVERSITY,Saudi Arabia,24.713405,46.621625,448,480,XL,FC,MD,2,A,6.2,501,3.6,501,81.9,137,1.5,601,100.0,31.0,23.9,473.0,25.8,2019,-0.2590371421124896,2.047798145379524,blue
KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI,Thailand,13.650835,100.491948,1000,1000,L,CO,HI,4,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-3.108564534373996,-0.3009237337161131,blue
KING SAUD UNIVERSITY (KSU),Saudi Arabia,24.7255265,46.624655,256,221,XL,FC,VH,4,A,25.1,327,27.6,354,81.5,141,15.2,601,96.2,118.0,11.8,601.0,37.6,2019,1.3735474447288911,0.2232291964103068,blue
KING'S COLLEGE LONDON (KCL),United Kingdom,51.42141,-0.225741,31,23,L,FC,VH,5,A,87.7,47,83.2,65,85.1,118,59.9,159,98.6,86.0,99.7,31.0,82.5,2019,5.679490572378064,0.3007285871879728,red
"KINGSTON UNIVERSITY, LONDON",United Kingdom,51.402905,-0.303256,600,550,L,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,74.6,226.0,96.4,70.0,20.4,2019,-0.8654237416576723,2.7375501595972302,blue
"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",Germany,49.009444,8.411667,116,107,L,CO,VH,4,A,46.0,167,92.4,44,38.3,400,71.0,94,61.6,281.0,63.3,227.0,55.9,2019,3.588563966026639,0.4647885839570293,red
KOBE UNIVERSITY,Japan,34.728202,135.234463,352,351,L,FC,VH,4,A,26.1,318,31.6,299,66.1,219,15.3,601,10.7,601.0,8.9,601.0,30.9,2019,0.3229015873956972,-0.9522184522271864,blue
KONKUK UNIVERSITY,South Korea,37.541838,127.078139,590,700,L,FC,HI,4,B,0.0,0,0.0,0,59.7,260,0.0,0,0.0,0.0,16.3,571.0,20.8,2019,-1.5702816519212452,-0.580796111450163,blue
KOREA UNIVERSITY,South Korea,37.588049,127.030937,86,90,L,FC,VH,5,B,66.7,91,84.7,58,86.8,109,34.8,365,16.9,576.0,44.2,321.0,62.7,2019,3.625621173441197,-1.605829179844454,red
KOÇ UNIVERSITY,Turkey,41.204971,29.073573,448,440,M,CO,VH,3,B,16.3,501,34.7,274,47.0,330,18.8,574,44.2,351.0,6.7,601.0,25.8,2019,-0.1249668234831139,0.3923869430336531,blue
"KTH, ROYAL INSTITUTE OF TECHNOLOGY",Sweden,59.3464415,18.07222775,104,98,L,CO,VH,5,A,45.5,170,69.5,101,60.5,253,75.2,78,95.1,131.0,42.6,331.0,59.3,2019,3.7998911134458986,-0.1058644932630786,red
KUMAMOTO UNIVERSITY,Japan,32.81362,130.72774,520,600,M,FC,VH,4,A,0.0,0,0.0,0,82.5,130,0.0,0,0.0,0.0,0.0,0.0,23.0,2019,-1.280469251826328,-1.0204805033784763,blue
KUWAIT UNIVERSITY,Kuwait,29.339734,47.916311,1000,700,XL,FC,MD,4,A,0.0,0,0.0,0,0.0,0,0.0,0,56.4,306.0,35.0,387.0,14.2,2019,-2.1104787226855435,1.0108856933271344,blue
KYOTO INSTITUTE OF TECHNOLOGY,Japan,35.049547,135.781965,1000,1000,S,FO,VH,4,A,0.0,0,0.0,0,29.0,511,16.6,600,0.0,0.0,0.0,0.0,14.2,2019,-2.7246984764708952,-0.4436615289505678,blue
KYOTO UNIVERSITY,Japan,35.0300045,135.760973,35,36,L,FC,VH,5,A,98.6,22,93.2,38,95.7,57,56.6,184,17.4,568.0,18.2,544.0,81.2,2019,4.793294805173365,-2.3469565591191817,red
KYUNG HEE UNIVERSITY,South Korea,37.650028,127.238968,264,256,L,FC,VH,4,B,23.8,344,36.9,252,84.6,120,19.5,560,15.6,588.0,35.4,385.0,36.7,2019,1.1030105398426602,-0.621093927279265,blue
KYUNGPOOK NATIONAL UNIVERSITY,South Korea,35.8909105,128.6112765,700,750,L,FC,VH,4,A,0.0,0,0.0,0,33.7,453,0.0,0,0.0,0.0,0.0,0.0,18.6,2019,-2.1154561176007043,-0.6488666897814906,blue
KYUSHU INSTITUTE OF TECHNOLOGY,Japan,33.89449,130.8394785,1000,1000,M,FO,VH,5,A,0.0,0,0.0,0,0.0,0,25.3,473,15.0,596.0,0.0,0.0,14.2,2019,-2.606859524135316,-0.6893853434810341,blue
KYUSHU UNIVERSITY,Japan,33.595327,130.217278,126,128,L,FC,VH,5,A,54.8,133,56.6,138,89.8,88,32.4,401,17.7,567.0,21.5,504.0,54.1,2019,2.674809638743718,-1.8154577650208448,red
L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY,Kazakhstan,51.160245,71.464825,394,336,L,FO,HI,2,A,13.2,501,21.4,441,96.1,54,1.4,601,24.5,492.0,5.0,601.0,28.5,2019,-0.1978321334534874,0.3971544512738595,blue
LA TROBE UNIVERSITY,Australia,-37.7212385,145.0482135,397,360,L,CO,VH,4,A,18.5,442,27.9,352,8.6,601,32.8,394,98.5,87.0,95.3,78.0,28.2,2019,1.0643788416796376,2.149789088443879,blue
LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,31.470176,74.4098855,750,750,S,CO,HI,3,B,0.0,0,46.0,189,0.0,0,0.0,0,0.0,0.0,0.0,0.0,17.1,2019,-2.0150431683707795,0.1441910738024547,blue
LANCASTER UNIVERSITY,United Kingdom,54.0075255,-2.787612,131,135,L,FC,HI,4,A,38.8,197,32.8,290,51.6,297,70.4,98,95.4,126.0,98.1,51.0,53.0,2019,3.223769791021791,1.5827546580712426,red
LANZHOU UNIVERSITY,China,36.045899,103.867971,650,650,L,CO,VH,5,A,0.0,0,0.0,0,0.0,0,66.6,118,0.0,0.0,0.0,0.0,20.2,2019,-1.2964867291298383,-1.0956946132355498,blue
LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,61.065426,28.091146,530,550,S,FO,VH,3,A,0.0,0,0.0,0,23.7,594,49.6,238,41.1,372.0,37.6,366.0,22.8,2019,-0.6943601714660427,1.186624114409961,blue
LAVAL UNIVERSITY,Canada,45.558582,-73.721343,402,378,L,FC,VH,5,A,21.4,384,19.1,478,32.9,463,29.8,435,70.9,246.0,29.5,434.0,28.1,2019,0.56078911354496,-0.0862928386193144,blue
LEBANESE AMERICAN UNIVERSITY,Lebanon,33.888996444,35.47333144,650,650,M,FC,MD,4,B,0.0,0,30.7,317,25.9,557,0.0,0,97.1,110.0,52.2,276.0,20.2,2019,-0.5421135659191709,1.6126274221591066,blue
LEHIGH UNIVERSITY,United States,40.6071065,-75.3781415,510,550,M,CO,VH,5,B,0.0,0,0.0,0,37.9,405,45.2,279,0.0,0.0,47.0,304.0,23.4,2019,-0.5502043643613834,-0.6511391904741298,blue
LEIBNIZ UNIVERSITÄT HANNOVER,Germany,52.3825465,9.7178245,560,410,L,CO,VH,5,A,19.3,423,0.0,0,0.0,0,40.9,318,24.2,495.0,29.4,436.0,21.8,2019,-0.4899911264838864,-0.504237757195512,blue
LEIDEN UNIVERSITY,Netherlands,52.081796,4.325686,122,109,L,FC,VH,5,A,65.1,96,29.1,336,33.6,455,65.4,125,78.5,213.0,43.3,325.0,55.0,2019,3.05681078203866,-0.2590388361673506,red
LINCOLN UNIVERSITY,New Zealand,39.81012,-75.928314,317,319,S,CO,VH,5,A,7.8,501,8.7,501,58.5,267,39.7,327,92.2,149.0,97.6,58.0,33.2,2019,1.4621448491309383,1.2177743997284491,blue
LINGNAN UNIVERSITY (HONG KONG),Hong Kong,22.410066,113.982752,650,600,S,SP,HI,5,A,0.0,0,0.0,0,28.8,517,18.4,580,100.0,38.0,38.9,356.0,20.2,2019,-0.5889824403618592,0.8217235076487667,blue
LINKÖPING UNIVERSITY,Sweden,58.3996545,15.5770785,302,287,L,CO,VH,3,A,19.9,411,28.9,343,56.1,279,41.8,310,58.5,300.0,19.1,536.0,34.4,2019,0.8932097513977469,0.6421756653086597,blue
LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,56.296505,43.936058,650,750,L,FO,VH,5,A,0.0,0,0.0,0,64.7,226,0.0,0,0.0,0.0,14.8,598.0,20.2,2019,-1.561522383176985,-1.2380681938251237,blue
LODZ UNIVERSITY OF TECHNOLOGY,Poland,51.7487895,19.4497955,1000,1000,L,CO,HI,4,A,0.0,0,0.0,0,35.6,423,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.856125469906076,-0.4941377802414886,blue
LOMONOSOV MOSCOW STATE UNIVERSITY,Russia,55.702888,37.530582,90,95,XL,FO,VH,5,A,71.3,79,78.2,83,99.7,31,6.7,601,16.6,579.0,73.1,173.0,62.3,2019,3.595825756964312,-1.2632540766340914,red
LONDON BUSINESS SCHOOL,United Kingdom,51.5261795,-0.161,1000,1000,S,SP,VH,4,A,30.8,262,94.5,32,0.0,0,94.5,26,100.0,16.0,100.0,2.0,0.0,2019,0.6146693913695166,2.6717859414954668,blue
LONDON METROPOLITAN UNIVERSITY,United Kingdom,51.5520135,-0.110613,800,750,M,CO,HI,2,A,0.0,0,0.0,0,0.0,0,0.0,0,59.5,295.0,98.9,42.0,15.3,2019,-1.6649316194567467,3.3169637762675204,blue
LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE (LSE),United Kingdom,51.5142765,-0.116634,38,35,M,SP,VH,5,A,84.2,56,99.9,8,47.0,329,84.6,51,100.0,28.0,100.0,7.0,80.2,2019,5.770042157146337,0.575143148396968,red
LONDON SOUTH BANK UNIVERSITY,United Kingdom,51.497843,-0.101855,800,1000,M,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,68.0,253.0,95.1,79.0,15.3,2019,-1.805480940805454,2.8292311934739374,blue
LOUGHBOROUGH UNIVERSITY,United Kingdom,52.7673425,-1.2289455,218,234,L,FO,VH,4,A,28.8,287,63.4,116,33.0,461,44.5,285,81.7,202.0,76.1,163.0,41.4,2019,2.3256918472647907,1.2352212686901811,blue
LOUISIANA STATE UNIVERSITY,United States,30.414605,-91.178322,700,700,L,CO,VH,5,A,0.0,0,0.0,0,0.0,0,49.2,242,0.0,0.0,0.0,0.0,18.6,2019,-1.6369030426107305,-1.0770125574472251,blue
LOYOLA UNIVERSITY CHICAGO,United States,41.998188,-87.656028,1000,800,L,FC,HI,5,B,0.0,0,0.0,0,31.1,490,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.5195722378411443,-1.1733176404514305,blue
LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN,Germany,48.150471,11.594703,62,66,XL,FC,VH,5,A,90.0,39,84.4,59,51.8,294,47.1,263,60.2,292.0,38.8,357.0,69.4,2019,4.279672534141317,-1.0146194487193618,red
LUND UNIVERSITY,Sweden,55.703497186,13.189332576,92,78,L,FC,VH,5,A,67.2,88,52.6,157,57.4,271,51.2,220,89.6,169.0,71.8,181.0,62.1,2019,3.897181241854319,0.1364156963910591,red
M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,Kazakhstan,43.0,68.5,480,550,L,CO,MD,4,A,8.0,501,8.5,501,92.6,76,1.0,601,21.0,518.0,12.6,601.0,24.5,2019,-0.6077303180563834,-0.643456519755656,blue
MAASTRICHT UNIVERSITY,Netherlands,50.84507,5.685128,211,200,L,CO,VH,3,A,21.8,377,22.7,418,28.8,516,78.9,66,97.5,105.0,100.0,15.0,42.5,2019,2.2977371609920643,2.609139911530691,blue
MACQUARIE UNIVERSITY,Australia,-33.7750065,151.112474,250,240,L,FC,VH,4,A,30.2,268,42.6,213,19.6,601,41.7,311,94.7,133.0,91.5,93.0,38.0,2019,2.052563239690931,1.782689805099782,blue
MAHIDOL UNIVERSITY,Thailand,13.792803,100.326207,380,334,L,FC,VH,4,A,35.1,226,23.3,410,49.6,307,8.5,601,15.1,594.0,5.5,601.0,29.1,2019,0.1112621692455636,-0.8927857096963959,blue
MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,53.4704565,-2.2383945,1000,1000,L,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,40.4,378.0,37.0,371.0,14.2,2019,-2.6906586950276754,1.5364990884298086,blue
MANIPAL UNIVERSITY,India,13.354717,74.785142,800,750,L,FC,HI,4,B,0.0,0,0.0,0,52.3,293,0.0,0,0.0,0.0,0.0,0.0,15.3,2019,-2.1733786091482497,-0.7140333003616136,blue
MARQUETTE UNIVERSITY,United States,43.0381805,-87.928479,1000,1000,M,CO,VH,5,B,0.0,0,0.0,0,31.4,488,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.7563568372408764,-1.1094554892285184,blue
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,Germany,51.486307,11.969227,570,470,L,FC,HI,5,A,0.0,0,0.0,0,65.8,220,0.0,0,0.0,0.0,0.0,0.0,21.4,2019,-1.207916768228228,-1.592853502427765,blue
MASARYK UNIVERSITY,Czech Republic,49.19249923,16.602997588,580,600,L,CO,VH,4,A,20.5,396,20.9,450,0.0,0,0.0,0,23.4,501.0,72.6,178.0,21.0,2019,-0.7371315120535136,0.8134429733635556,blue
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),United States,42.358984,-71.0935805,1,1,M,CO,VH,5,B,100.0,3,100.0,4,100.0,17,99.8,8,100.0,41.0,95.5,77.0,100.0,2019,6.994405500859755,0.029823137178782,red
MASSEY UNIVERSITY,New Zealand,-40.3850435,175.6169295,332,316,L,CO,VH,4,A,27.3,309,28.9,339,18.7,601,24.9,479,98.8,79.0,89.1,110.0,32.0,2019,1.3529021069547007,1.8961304566678296,blue
MAYNOOTH UNIVERSITY,Ireland,53.380368,-6.5976325,750,750,M,FO,VH,5,A,0.0,0,0.0,0,0.0,0,18.9,569,78.7,212.0,21.9,498.0,17.1,2019,-1.4225708760510856,0.4699697301450179,blue
MCGILL UNIVERSITY,Canada,45.50463675,-73.5763445,33,32,L,FC,VH,5,A,91.4,36,93.1,39,73.0,183,58.3,175,90.4,162.0,96.2,73.0,81.7,2019,5.638306045001057,0.1604372888763904,red
MCMASTER UNIVERSITY,Canada,43.2620975,-79.9191015,146,140,L,FC,VH,5,A,39.5,193,44.1,206,81.0,145,32.9,388,97.8,97.0,42.0,335.0,50.1,2019,2.8189907892148227,-0.0994686371371249,red
MEIJI UNIVERSITY,Japan,35.698734,139.762093,1000,1000,XL,CO,HI,5,C,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.9790137648895474,-0.9390363583044514,blue
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,48.939199,-57.936333,700,750,L,FC,HI,4,A,0.0,0,0.0,0,24.7,574,24.6,486,38.5,391.0,48.8,295.0,18.6,2019,-1.2921769112066928,0.779445160288392,blue
MIAMI UNIVERSITY,United States,39.5047545,-84.7837535,1000,1000,L,CO,HI,5,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27.2,452.0,14.2,2019,-2.7755819094990226,-0.5074555388313012,blue
MICHIGAN STATE UNIVERSITY,United States,42.7265225,-84.481054,141,149,XL,FC,VH,5,A,61.4,107,54.8,146,19.3,601,56.3,187,65.0,263.0,42.7,329.0,50.7,2019,2.864093711031626,-0.3708614552192126,red
MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,47.1195605,-88.548516,600,600,M,CO,VH,5,A,0.0,0,0.0,0,32.3,472,37.5,344,0.0,0.0,35.0,389.0,20.4,2019,-0.9935178240917486,-0.7692388924149762,blue
MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,35.247662,33.023643,560,480,L,CO,VH,4,A,23.7,347,56.6,137,0.0,0,21.0,531,0.0,0.0,0.0,0.0,21.8,2019,-0.5470997257411552,-0.775655322595134,blue
MIDDLESEX UNIVERSITY,United Kingdom,51.58959,-0.228408,800,750,L,CO,HI,3,A,0.0,0,0.0,0,0.0,0,0.0,0,84.3,194.0,50.7,288.0,15.3,2019,-1.7296837072618334,2.2898909638262817,blue
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,37.955188,-91.773536,750,700,M,CO,VH,5,A,0.0,0,0.0,0,0.0,0,46.2,271,47.0,340.0,31.4,419.0,17.1,2019,-1.2111110666376623,0.1480444669481119,blue
MONASH UNIVERSITY,Australia,-37.91063,145.133607,59,60,XL,FC,VH,4,A,86.7,51,93.1,40,15.3,601,65.9,122,100.0,45.0,99.0,39.0,70.4,2019,4.901303510611228,1.400520457299394,red
MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,56.8425105,60.65192,312,355,M,FO,VH,4,A,14.1,501,29.2,334,99.0,42,8.7,601,28.1,464.0,40.0,347.0,33.6,2019,0.7363792128137528,-0.3250994218417695,blue
MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY,Russia,55.672222,37.486944,355,373,M,SP,MD,4,A,10.1,501,31.9,296,99.6,33,1.0,601,13.1,601.0,52.1,277.0,30.7,2019,0.4908369596365197,-0.3216523964410974,blue
MULTIMEDIA UNIVERSITY (MMU),Malaysia,2.2485815,102.275817,1000,1000,M,SP,HI,2,C,0.0,0,0.0,0,0.0,0,0.0,0,24.6,491.0,22.7,489.0,14.2,2019,-3.0330401112124226,1.7082766496223516,blue
MURDOCH UNIVERSITY,Australia,-32.06937175,115.841134,600,550,M,CO,VH,3,A,0.0,0,0.0,0,0.0,0,29.0,442,86.6,184.0,37.3,369.0,20.4,2019,-0.9156633065380028,2.007268661396965,blue
MUSTANSIRIYAH UNIVERSITY,Iraq,33.3385,44.3896,1000,1000,XL,FC,LO,4,A,0.0,0,0.0,0,30.8,494,0.0,0,0.0,0.0,0.0,0.0,14.2,2019,-2.890162197699503,-0.4680864481257076,blue
NAGASAKI UNIVERSITY,Japan,32.7856985,129.8648125,530,600,M,CO,VH,4,A,0.0,0,0.0,0,87.8,99,0.0,0,0.0,0.0,0.0,0.0,22.8,2019,-1.2591753362897808,-1.0462385520729065,blue
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,35.366517,137.113048,800,800,M,SP,VH,5,A,0.0,0,0.0,0,0.0,0,45.4,276,0.0,0.0,0.0,0.0,15.3,2019,-1.986972866727383,-1.0118399886639566,blue
NAGOYA UNIVERSITY,Japan,35.156525,136.9245875,111,116,L,FC,VH,5,A,60.9,110,45.7,192,95.8,55,35.4,359,17.8,566.0,21.0,507.0,57.3,2019,2.798196981218381,-1.898393914092365,red
NANJING UNIVERSITY,China,32.116885,118.958144,122,114,XL,FC,VH,5,A,58.5,119,41.2,223,26.2,550,87.8,45,75.3,224.0,16.3,572.0,55.0,2019,3.070230322464801,-0.6471625088078993,red
NANKAI UNIVERSITY,China,39.101647,117.1661475,338,344,L,FC,VH,4,A,24.1,340,8.1,501,33.9,446,61.8,146,31.1,444.0,8.8,601.0,31.7,2019,0.4571528934347751,-0.4026995219192706,blue
NANYANG TECHNOLOGICAL UNIVERSITY (NTU),Singapore,1.347227,103.681792,12,11,L,FC,VH,3,A,90.3,38,92.6,43,95.0,64,87.5,46,100.0,22.0,83.5,132.0,91.3,2019,6.045979378024181,1.240486045572586,red
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,37.975162766,23.733663732,700,700,XL,FC,VH,5,A,19.9,410,26.9,364,0.0,0,26.0,467,0.0,0.0,21.9,497.0,18.6,2019,-1.1146376811050456,-0.8942913448106639,blue
NATIONAL CENTRAL UNIVERSITY,Taiwan,24.9676311295,121.18906591,415,391,M,CO,VH,4,A,22.2,369,15.4,501,34.8,437,38.8,337,21.6,510.0,21.5,503.0,27.4,2019,0.0714582025007488,-0.3155921710548925,blue
NATIONAL CHENG KUNG UNIVERSITY,Taiwan,22.996304,120.218153,234,222,L,FC,VH,4,A,37.8,205,39.3,233,44.2,350,45.2,277,17.0,575.0,29.4,435.0,39.4,2019,1.415956338419952,-0.5677785935317805,blue
NATIONAL CHENGCHI UNIVERSITY,Taiwan,24.987311,121.575021,650,650,M,CO,HI,4,A,19.5,419,22.0,432,26.1,554,0.0,0,18.3,558.0,50.8,287.0,20.2,2019,-0.9112381068369676,0.2882291944415749,blue
NATIONAL CHIAO TUNG UNIVERSITY,Taiwan,24.7917755,120.9921855,208,207,M,CO,VH,5,A,26.7,312,37.1,248,52.3,292,68.0,111,38.5,390.0,43.0,328.0,42.6,2019,2.026512594931945,-0.6447222018742974,blue
NATIONAL CHUNG CHENG UNIVERSITY,Taiwan,23.563347,120.4740845,1000,1000,M,CO,VH,3,A,0.0,0,0.0,0,0.0,0,20.1,550,0.0,0.0,0.0,0.0,14.2,2019,-3.022309723591096,0.3549346113299128,blue
NATIONAL CHUNG HSING UNIVERSITY,Taiwan,24.9454515,121.37207,700,650,L,CO,VH,4,A,0.0,0,0.0,0,0.0,0,30.0,431,0.0,0.0,0.0,0.0,18.6,2019,-1.91286848221094,-0.4722236586885058,blue
"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,55.649722,37.664444,329,373,M,FO,VH,4,A,9.9,501,20.0,462,96.1,53,5.1,601,44.1,353.0,72.6,177.0,32.1,2019,0.7838096462740294,0.4972079883795438,blue
NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,51.592365,45.960804,510,600,M,CO,HI,5,A,0.0,0,0.0,0,99.4,36,0.0,0,0.0,0.0,14.9,595.0,23.4,2019,-0.8992104097406449,-1.5177839273216056,blue
NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE),Russia,55.761593800851,37.6332859272397,343,382,L,FO,VH,3,A,19.4,420,28.8,344,96.6,52,1.7,601,10.3,601.0,14.5,601.0,31.6,2019,0.162924345425867,-0.3612635986515073,blue
NATIONAL SUN YAT-SEN UNIVERSITY,Taiwan,22.630732,120.263924,402,388,M,CO,VH,3,A,23.4,350,17.9,500,30.6,496,46.9,269,18.4,556.0,8.6,601.0,28.1,2019,-0.0376207289880495,0.0829015796154727,blue
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,25.0283905,121.53762175,570,650,M,FO,VH,5,A,0.0,0,0.0,0,39.0,395,30.0,430,29.2,456.0,20.4,520.0,21.4,2019,-0.9426283549650208,-0.5957818525786592,blue
NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,25.021115625,121.5361145,308,289,M,CO,VH,4,A,26.3,316,11.8,501,78.0,157,10.9,601,16.6,577.0,73.4,172.0,34.1,2019,0.8372303312237465,0.0666782226740965,blue
NATIONAL TAIWAN UNIVERSITY (NTU),Taiwan,25.021115625,121.5361145,72,76,XL,FC,VH,4,A,88.6,43,70.7,98,40.2,381,68.7,107,16.6,578.0,19.8,529.0,66.3,2019,3.590513547596576,-1.215903418945076,red
NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,25.0283905,121.53762175,257,264,M,FO,VH,3,A,23.4,353,23.5,405,76.3,165,39.8,325,17.2,572.0,31.7,414.0,37.5,2019,0.962160852150832,0.0586744356205024,blue
"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,50.042547,36.284366,750,750,L,FO,HI,5,A,0.0,0,0.0,0,57.3,272,0.0,0,0.0,0.0,0.0,0.0,17.1,2019,-1.9103579977292755,-1.3978330333293043,blue
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,Greece,37.976594,23.784194,446,410,L,FO,VH,5,A,19.4,421,41.1,224,8.9,601,59.9,160,,,4.7,601.0,25.9,2019,0.4070884112327473,-0.8098569638258722,blue
"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,50.449091,30.459302,650,550,L,FO,HI,5,A,0.0,0,0.0,0,61.9,240,0.0,0,0.0,0.0,0.0,0.0,20.2,2019,-1.4531561086615663,-1.5231926829118494,blue
NATIONAL TSING HUA UNIVERSITY,Taiwan,24.794726,120.9942755,163,161,L,CO,VH,4,A,44.5,175,47.0,182,25.9,559,88.2,42,32.5,437.0,17.9,549.0,48.0,2019,2.2910025199763573,-0.4981927730030712,blue
NATIONAL UNIVERSITY LVIV POLYTECHNIC,Ukraine,49.825183,24.038971,800,1000,L,CO,HI,5,A,0.0,0,0.0,0,50.1,304,0.0,0,0.0,0.0,0.0,0.0,15.3,2019,-2.3580678751776487,-1.258342781713367,blue
"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,53.278024875,-9.0608545,260,243,L,FC,HI,5,A,20.5,398,26.2,372,76.2,166,17.3,589,90.8,160.0,59.1,250.0,37.1,2019,1.6824316139493811,0.3232796763402638,blue
"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,55.7275,37.6075,476,550,M,CO,VH,4,A,8.9,501,17.9,497,75.1,174,5.2,601,8.7,601.0,54.9,262.0,24.7,2019,-0.3165544135834781,-0.0762903373598744,blue
NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,Pakistan,33.6449595,72.98959,417,440,M,CO,VH,3,A,15.9,501,41.9,218,73.9,180,7.8,601,3.5,601.0,4.0,601.0,27.3,2019,-0.1943856676680598,-0.4408337248676336,blue
