Institution,Country,Latitude,Longitude
UNIVERSIDAD NACIONAL DE COLOMBIA,Colombia,4.636475,-74.08115475
UNIVERSIDAD NACIONAL DE CUYO,Argentina,-34.612729,-68.327759
UNIVERSIDAD NACIONAL DE CÓRDOBA,Argentina,-31.437257,-64.1880065
UNIVERSIDAD NACIONAL DE LA PLATA,Argentina,-34.9077780355,-57.9508095301
UNIVERSIDAD NACIONAL DE MAR DEL PLATA,Argentina,-33.433388,-70.610359
UNIVERSIDAD NACIONAL DE ROSARIO,Argentina,-32.9429135,-60.6493325
UNIVERSIDAD NACIONAL DE TUCUMÁN,Argentina,-26.826064,-65.220566
UNIVERSIDAD NACIONAL DEL LITORAL,Argentina,-31.635248,-60.705289
UNIVERSIDAD NACIONAL DEL SUR,Argentina,-38.7016,-62.269724
UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,Peru,-12.058501,-77.081366
UNIVERSIDAD PANAMERICANA (UP),Mexico,20.681759,-103.442967
UNIVERSIDAD PERUANA CAYETANO HEREDIA,Peru,-12.023875,-77.056904
UNIVERSIDAD POLITECNICA DE VALENCIA,Spain,39.48033425,-0.34182975
UNIVERSIDAD POLITÉCNICA DE MADRID,Spain,40.42401,-3.710906
UNIVERSIDAD PONTIFICIA BOLIVARIANA,Colombia,6.2421885,-75.589645
UNIVERSIDAD REY JUAN CARLOS,Spain,40.283772,-3.818842
UNIVERSIDAD SIMÓN BOLÍVAR VENEZUELA,Venezuela,10.410184,-66.8806125
UNIVERSIDAD TECNOLÓGICA DE PANAMÁ (UTP),Panama,8.862544,-79.802671
UNIVERSIDAD TECNOLÓGICA NACIONAL (UTN),Argentina,-31.441629,-64.192695
UNIVERSIDAD TORCUATO DI TELLA,Argentina,-34.5510445,-58.4463455
UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,Chile,-33.490775,-70.618388
"UNIVERSIDADE CATOLICA PORTUGUESA, LISBOA",Portugal,38.74906,-9.165879
"UNIVERSIDADE CATÓLICA PORTUGUESA, LISBOA",Portugal,38.74906,-9.165879
UNIVERSIDADE DA CORUÑA,Spain,41.6275386023248,-0.883908552837284
UNIVERSIDADE DA CORUÑA ,Spain,41.6275386023248,-0.883908552837284
UNIVERSIDADE DE BRASILIA,Brazil,-15.765206,-47.868859
UNIVERSIDADE DE BRASÍLIA,Brazil,-15.765206,-47.868859
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,Spain,42.880758,-8.545573
UNIVERSIDADE DE SÃO PAULO (USP),Brazil,-23.560282,-46.723734
UNIVERSIDADE DE VIGO,Spain,42.169763,-8.684578
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),Brazil,-22.911278,-43.235754
UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP),Brazil,-22.81901,-47.067828
UNIVERSIDADE ESTADUAL DE LONDRINA,Brazil,-23.326221,-51.201845
"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""",Brazil,-22.891057,-48.49513
UNIVERSIDADE FEDERAL DA BAHIA,Brazil,-14.8786,-40.7899
UNIVERSIDADE FEDERAL DE MINAS GERAIS,Brazil,-19.867389,-43.96317
UNIVERSIDADE FEDERAL DE SANTA CATARINA,Brazil,-27.599142,-48.5209985
UNIVERSIDADE FEDERAL DE SANTA MARIA,Brazil,-29.7160765,-53.7166365
UNIVERSIDADE FEDERAL DE SÃO CARLOS,Brazil,-21.98573,-47.881949
UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP),Brazil,-23.439294,-46.404078
UNIVERSIDADE FEDERAL DE VIÇOSA,Brazil,-20.7605855,-42.8684575
UNIVERSIDADE FEDERAL DO CEARÁ (UFC),Brazil,-3.745552,-38.575766
UNIVERSIDADE FEDERAL DO PARANÁ (UFPR),Brazil,-25.051937,-50.131563
UNIVERSIDADE FEDERAL DO PERNAMBUCO,Brazil,-8.050691,-34.9486635
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Brazil,-22.953482,-43.173948
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Brazil,-30.072055,-51.119901
UNIVERSIDADE FEDERAL FLUMINENSE,Brazil,-22.9033465,-43.105006
UNIVERSIDADE NOVA DE LISBOA,Portugal,38.734009,-9.160458
UNIVERSITA DEGLI STUDI DI UDINE,Italy,46.071096,13.228695
UNIVERSITAS GADJAH MADA,Indonesia,-7.771036,110.378437
UNIVERSITAS MUHAMMADIYAH SURAKARTA,Indonesia,-7.557015,110.76946
UNIVERSITAT AUTÓNOMA DE BARCELONA,Spain,41.501766,2.103333
UNIVERSITAT DE BARCELONA (UB),Spain,41.3944515,2.17075475
UNIVERSITAT DE VALENCIA,Spain,39.4757205,-0.36876
UNIVERSITAT DE VALÈNCIA,Spain,39.4757205,-0.36876
UNIVERSITAT POLITÈCNICA DE CATALUNYA,Spain,41.387044,2.1163925
UNIVERSITAT POLITÈCNICA DE CATALUNYA ,Spain,41.387044,2.1163925
UNIVERSITAT POMPEU FABRA,Spain,41.379063,2.179913
UNIVERSITAT RAMON LLULL,Spain,39.97988695,-0.03841805
UNIVERSITI BRUNEI DARUSSALAM (UBD),Brunei,4.51234,114.017186
UNIVERSITI KEBANGSAAN MALAYSIA (UKM),Malaysia,2.928904,101.778406
UNIVERSITI MALAYA (UM),Malaysia,3.12104,101.645899
UNIVERSITI MALAYSIA PAHANG (UMP),Malaysia,3.722524,103.121826
UNIVERSITI MALAYSIA SARAWAK (UNIMAS),Malaysia,1.442333,110.428609
UNIVERSITI PUTRA MALAYSIA (UPM),Malaysia,2.998574,101.709145
UNIVERSITI SAINS MALAYSIA (USM),Malaysia,5.35606,100.302355
UNIVERSITI TEKNOLOGI BRUNEI,Brunei,4.51234,114.017186
UNIVERSITI TEKNOLOGI MALAYSIA (UTM),Malaysia,1.556951,103.63801
UNIVERSITI TEKNOLOGI MARA (UITM),Malaysia,3.067881,101.497656
UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS),Malaysia,4.387163,100.97259325
UNIVERSITI TENAGA NASIONAL (UNITEN),Malaysia,2.970849,101.731949
UNIVERSITI TUNKU ABDUL RAHMAN (UTAR),Malaysia,3.040294,101.794446
UNIVERSITI UTARA MALAYSIA (UUM),Malaysia,6.461497,100.50698
UNIVERSITY AT ALBANY SUNY,United States,42.6864125,-73.82360825
UNIVERSITY AT BUFFALO SUNY,United States,43.008625,-78.783876
UNIVERSITY COLLEGE CORK (UCC),Ireland,51.893395,-8.490869
UNIVERSITY COLLEGE DUBLIN (UCD),Ireland,53.306833,-6.2201315
UNIVERSITY MALAYSIA PERLIS (UNIMAP),Malaysia,6.44805,100.243512
UNIVERSITY OF ABERDEEN,United Kingdom,57.1649135,-2.099932
UNIVERSITY OF ALABAMA,United States,33.2104205,-87.547887
UNIVERSITY OF ALBERTA,Canada,53.5246715,-113.5228665
UNIVERSITY OF AMSTERDAM,Netherlands,52.363287,4.911971
UNIVERSITY OF ANTWERP,Belgium,51.2231775,4.411748
UNIVERSITY OF ARIZONA,United States,32.233646,-110.9522335
UNIVERSITY OF ARKANSAS,United States,35.7928915,-91.6162355
UNIVERSITY OF ARKANSAS FAYETTEVILLE,United States,36.070014,-94.175767
UNIVERSITY OF AVEIRO,Portugal,40.630682,-8.6580765
UNIVERSITY OF BABYLON,Iraq,40.9295,40.276125
UNIVERSITY OF BAGHDAD,Iraq,33.37102,44.381165
UNIVERSITY OF BAHRAIN,Bahrain,25.105754,55.415171
UNIVERSITY OF BALAMAND,Lebanon,40.9295,40.276125
UNIVERSITY OF BARI,Italy,41.120678,16.86839875
UNIVERSITY OF BASEL,Switzerland,47.55858775,7.5835815
UNIVERSITY OF BATH,United Kingdom,51.3788845,-2.3277675
UNIVERSITY OF BELGRADE,Serbia,44.818824,20.457571
UNIVERSITY OF BERGEN,Norway,60.423062,5.3020545
UNIVERSITY OF BERN,Switzerland,46.9502365,7.437524
UNIVERSITY OF BIRMINGHAM,United Kingdom,52.450079,-1.9305515
UNIVERSITY OF BRADFORD,United Kingdom,53.791448,-1.765401
UNIVERSITY OF BRAWIJAYA,Indonesia,-7.954068,112.614652
UNIVERSITY OF BRAWIJAYA ,Indonesia,-7.954068,112.614652
UNIVERSITY OF BRESCIA,Italy,45.510966,10.279075
UNIVERSITY OF BRIGHTON,United Kingdom,50.845093,-0.118624
UNIVERSITY OF BRISTOL,United Kingdom,51.45701725,-2.60406325
UNIVERSITY OF BRITISH COLUMBIA,Canada,49.264573,-123.250612
UNIVERSITY OF BRUNEI DARUSSALAM,Brunei,4.51234,114.017186
UNIVERSITY OF BRUNEI DARUSSALAM ,Brunei,4.51234,114.017186
UNIVERSITY OF BUCHAREST,Romania,44.4474655,26.0973125
UNIVERSITY OF CALCUTTA,India,22.574534,88.3628245
UNIVERSITY OF CALGARY,Canada,51.0778065,-114.130576
"UNIVERSITY OF CALIFORNIA, BERKELEY (UCB)",United States,37.870394,-122.259058
"UNIVERSITY OF CALIFORNIA, DAVIS (UCD)",United States,38.539555,-121.751827
"UNIVERSITY OF CALIFORNIA, IRVINE (UCI)",United States,33.649718,-117.841987
"UNIVERSITY OF CALIFORNIA, LOS ANGELES (UCLA)",United States,34.070845,-118.44548175
"UNIVERSITY OF CALIFORNIA, RIVERSIDE (UCR)",United States,33.975632,-117.331609
"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD)",United States,32.879793,-117.23892
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO (UCSF)",United States,37.763313,-122.458398
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA (UCSB)",United States,34.413272,-119.84887
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ (UCSC)",United States,36.9901525,-122.0575945
UNIVERSITY OF CAMBRIDGE,United Kingdom,52.186507,0.136473
UNIVERSITY OF CANBERRA,Australia,-35.238678,149.0863495
UNIVERSITY OF CANBERRA ,Australia,-35.238678,149.0863495
UNIVERSITY OF CANTERBURY,New Zealand,-43.523823,172.5827215
UNIVERSITY OF CAPE TOWN,South Africa,-33.96,18.46
UNIVERSITY OF CENTRAL FLORIDA,United States,28.6014075,-81.2013415
UNIVERSITY OF CENTRAL LANCASHIRE,United Kingdom,53.7635635,-2.7083335
"UNIVERSITY OF CHEMISTRY AND TECHNOLOGY, PRAGUE",Czech Republic,50.102864,14.390338
UNIVERSITY OF CHICAGO,United States,41.789889,-87.604687
UNIVERSITY OF CINCINNATI,United States,39.1319205,-84.515631
UNIVERSITY OF COIMBRA,Portugal,40.207644,-8.4258385
UNIVERSITY OF COLOMBO,Sri Lanka,6.9028,79.8602
UNIVERSITY OF COLORADO AT BOULDER,United States,40.008266,-105.274886
UNIVERSITY OF COLORADO AT DENVER,United States,39.7447745,-105.0027
UNIVERSITY OF COLORADO AT DENVER ,United States,39.7447745,-105.0027
UNIVERSITY OF CONNECTICUT,United States,41.8070105,-72.2481995
UNIVERSITY OF COPENHAGEN,Denmark,55.68014,12.572227
UNIVERSITY OF CRETE,Greece,35.3071645,25.082519
UNIVERSITY OF CÔTE D'AZUR,France,43.675819,7.289429
UNIVERSITY OF DEBRECEN,Hungary,47.5547775,21.621485
UNIVERSITY OF DELAWARE,United States,39.67988125,-75.74845025
UNIVERSITY OF DELHI,India,28.561307,77.2832785
UNIVERSITY OF DENVER,United States,39.678478,-104.9626225
UNIVERSITY OF DHAKA,Bangladesh,23.73293296875,90.39507359375
UNIVERSITY OF DUNDEE,United Kingdom,56.4576985,-2.9805545
UNIVERSITY OF EAST ANGLIA (UEA),United Kingdom,52.621817375,1.241424
UNIVERSITY OF EAST LONDON,United Kingdom,51.507411,0.064968
UNIVERSITY OF EASTERN FINLAND,Finland,62.889772,27.629972
"UNIVERSITY OF ECONOMICS, PRAGUE",Czech Republic,50.102612,14.392855
"UNIVERSITY OF ECONOMICS, PRAGUE ",Czech Republic,50.102612,14.392855
UNIVERSITY OF EDINBURGH,United Kingdom,55.944954,-3.18805
UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,China,30.675937,104.100308
UNIVERSITY OF ENGINEERING & TECHNOLOGY (UET) LAHORE,Pakistan,31.585194,74.387204
UNIVERSITY OF ESSEX,United Kingdom,51.8790698,0.945054
UNIVERSITY OF EXETER,United Kingdom,50.735925125,-3.53471625
UNIVERSITY OF FLORIDA,United States,29.647456,-82.348267
UNIVERSITY OF GDANSK,Poland,54.3970455,18.5719055
UNIVERSITY OF GENEVA,Switzerland,46.199198,6.144718
UNIVERSITY OF GHANA,Ghana,5.64496823357302,-0.189774837344885
UNIVERSITY OF GHENT,Belgium,51.0453395,3.7267615
UNIVERSITY OF GLASGOW,United Kingdom,55.8719945,-4.288112
UNIVERSITY OF GOTHENBURG,Sweden,57.682172,11.951179
UNIVERSITY OF GREENWICH,United Kingdom,51.482971,-0.005661
UNIVERSITY OF GRONINGEN,Netherlands,53.223041,6.557628
UNIVERSITY OF GUELPH,Canada,43.532261,-80.2254645
UNIVERSITY OF HAIFA,Israel,32.762352,35.0182025
UNIVERSITY OF HAWAII AT MĀNOA,United States,28.0674407,-82.4517166
UNIVERSITY OF HAWAII AT MĀNOA ,United States,28.0674407,-82.4517166
UNIVERSITY OF HELSINKI,Finland,60.175707,24.953033
UNIVERSITY OF HERTFORDSHIRE,United Kingdom,51.753379,-0.2424425
UNIVERSITY OF HONG KONG (HKU),Hong Kong,22.3046025,114.179821
UNIVERSITY OF HOUSTON,United States,29.7195475,-95.3407425
UNIVERSITY OF HUDDERSFIELD,United Kingdom,53.64374,-1.777958
UNIVERSITY OF HULL,United Kingdom,53.7712645,-0.3672605
UNIVERSITY OF HYDERABAD,India,17.458077,78.335196
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,United States,40.11054,-88.2269005
"UNIVERSITY OF ILLINOIS, CHICAGO (UIC)",United States,41.873436,-87.650264
UNIVERSITY OF INDONESIA,Indonesia,-6.36349975,106.829467
UNIVERSITY OF IOWA,United States,41.658869,-91.5483845
UNIVERSITY OF JOHANNESBURG,South Africa,-26.1861375,28.00642925
UNIVERSITY OF JOHANNESBURG ,South Africa,-26.1861375,28.00642925
UNIVERSITY OF JORDAN,Jordan,32.0180815,35.87133125
UNIVERSITY OF JYVÄSKYLÄ,Finland,62.234775,25.729131
UNIVERSITY OF KANSAS,United States,39.05612625,-94.609310125
UNIVERSITY OF KARACHI,Pakistan,24.9388725,67.118692
UNIVERSITY OF KENT,United Kingdom,50.450001,30.523333
UNIVERSITY OF KENTUCKY,United States,38.04,-84.5
UNIVERSITY OF KLAGENFURT,Austria,46.616539,14.265596
UNIVERSITY OF KUFA,Iraq,32.461288,44.417061
UNIVERSITY OF KWAZULU-NATAL,South Africa,-29.851261,31.007429
UNIVERSITY OF LAHORE,Pakistan,31.460443,74.243846
UNIVERSITY OF LATVIA,Latvia,56.950571,24.115926
UNIVERSITY OF LAUSANNE,Switzerland,46.522912,6.580125
UNIVERSITY OF LEEDS,United Kingdom,53.806948625,-1.553621125
UNIVERSITY OF LEICESTER,United Kingdom,52.6217105,-1.1244595
UNIVERSITY OF LIEGE,Belgium,50.6361915,5.5629985
UNIVERSITY OF LIMERICK (UL),Ireland,52.674214,-8.571463
UNIVERSITY OF LINCOLN,United Kingdom,53.229106,-0.5500355
UNIVERSITY OF LISBON,Portugal,38.75260975,-9.15862025
UNIVERSITY OF LISBON ,Portugal,38.75260975,-9.15862025
UNIVERSITY OF LIVERPOOL,United Kingdom,53.406097,-2.9511814375
UNIVERSITY OF LJUBLJANA,Slovenia,46.054101,14.503849
UNIVERSITY OF LODZ,Poland,51.774326,19.4642
UNIVERSITY OF MACAU,Macau,22.124095,113.545254
UNIVERSITY OF MALAYSIA SABAH (UMS),Malaysia,6.035333192,116.117832862
UNIVERSITY OF MANITOBA,Canada,49.8091545,-97.1341575
UNIVERSITY OF MARIBOR,Slovenia,46.554825,15.646896
"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",United States,39.255014,-76.712013
"UNIVERSITY OF MARYLAND, COLLEGE PARK",United States,38.995495,-76.94148
"UNIVERSITY OF MASSACHUSETTS, AMHERST",United States,42.388894,-72.527413
"UNIVERSITY OF MASSACHUSETTS, BOSTON",United States,42.3135895,-71.039156
"UNIVERSITY OF MASSACHUSETTS, BOSTON ",United States,42.3135895,-71.039156
UNIVERSITY OF MIAMI,United States,25.788606,-80.216057
UNIVERSITY OF MICHIGAN,United States,42.2771875,-83.738498
UNIVERSITY OF MILANO-BICOCCA,Italy,45.515816,9.213169
UNIVERSITY OF MILANO-BICOCCA ,Italy,45.515816,9.213169
UNIVERSITY OF MINHO,Portugal,41.561095,-8.395231
UNIVERSITY OF MINNESOTA,United States,44.974447,-93.23994275
UNIVERSITY OF MISSISSIPPI,United States,34.366002,-89.536968
"UNIVERSITY OF MISSOURI, COLUMBIA",United States,38.9459185,-92.3281905
UNIVERSITY OF MONS,Belgium,50.4639,3.954951
UNIVERSITY OF MONS ,Belgium,50.4639,3.954951
UNIVERSITY OF MONTANA MISSOULA,United States,46.85427025,-113.99905625
UNIVERSITY OF MONTANA MISSOULA ,United States,46.85427025,-113.99905625
UNIVERSITY OF MUMBAI,India,19.0715075,72.857448
UNIVERSITY OF NAIROBI,Kenya,-1.280423,36.816311
UNIVERSITY OF NEBRASKA,United States,40.8178045,-96.702037
UNIVERSITY OF NEW ENGLAND,Australia,-30.48505,151.643847
UNIVERSITY OF NEW ENGLAND ,Australia,-30.48505,151.643847
UNIVERSITY OF NEW HAMPSHIRE,United States,43.1359435,-70.9323975
UNIVERSITY OF NEW MEXICO,United States,35.08824375,-106.61867975
UNIVERSITY OF NEWCASTLE,Australia,-32.893239,151.702652
"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",United States,35.907882,-79.0500079375
UNIVERSITY OF NOTRE DAME,United States,41.700892,-86.23848525
UNIVERSITY OF OKLAHOMA,United States,35.20446,-97.445274
UNIVERSITY OF OREGON,United States,44.044819,-123.07493
UNIVERSITY OF OSLO,Norway,59.919353,10.7719675
UNIVERSITY OF OSTRAVA,Czech Republic,49.820923,18.262524
UNIVERSITY OF OTAGO,New Zealand,-45.8657665,170.5134355
UNIVERSITY OF OTTAWA,Canada,45.42237,-75.683077
UNIVERSITY OF OULU,Finland,65.05857,25.468875
UNIVERSITY OF OXFORD,United Kingdom,51.7508475,-1.2477805
UNIVERSITY OF PARIS,France,48.8486352265625,2.343599953125
UNIVERSITY OF PARMA,Italy,44.79935,10.32618
UNIVERSITY OF PATRAS,Greece,38.286786,21.78689
UNIVERSITY OF PENNSYLVANIA,United States,39.9492625,-75.191259
UNIVERSITY OF PERADENIYA,Sri Lanka,7.2525,80.5913
UNIVERSITY OF PITTSBURGH,United States,40.443979,-79.9543695
UNIVERSITY OF PLYMOUTH,United Kingdom,50.374824,-4.138756
UNIVERSITY OF PORTO,Portugal,41.146895,-8.615609
UNIVERSITY OF PORTSMOUTH,United Kingdom,50.7947455,-1.0946335
UNIVERSITY OF PRETORIA,South Africa,-25.75,28.25
UNIVERSITY OF PUNE,India,18.555733,73.824523
UNIVERSITY OF PÉCS,Hungary,46.0674005,18.1960975
UNIVERSITY OF READING,United Kingdom,51.4414935,-0.9457155
UNIVERSITY OF ROCHESTER,United States,43.1281065,-77.629155
UNIVERSITY OF SALFORD,United Kingdom,53.473027,-2.297551
UNIVERSITY OF SAN DIEGO,United States,32.7717525,-117.187801
UNIVERSITY OF SAN FRANCISCO,United States,37.777799,-122.453223
UNIVERSITY OF SANTO TOMAS,Philippines,14.608711,120.988778
UNIVERSITY OF SASKATCHEWAN,Canada,52.1304975,-106.633973
UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,China,39.9893735,116.3552755
UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,China,31.8408885,117.26286
UNIVERSITY OF SEOUL,South Korea,37.583571,127.0587085
UNIVERSITY OF SEOUL ,South Korea,37.583571,127.0587085
UNIVERSITY OF SHARJAH,United Arab Emirates,25.2867925,55.4767045
UNIVERSITY OF SILESIA,Poland,50.28598,19.129778
UNIVERSITY OF SOUTH AUSTRALIA (UNISA),Australia,-34.9202175,138.604911
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,United States,33.9968505,-81.026572
UNIVERSITY OF SOUTH FLORIDA,United States,28.0579745,-82.4131625
UNIVERSITY OF SOUTHAMPTON,United Kingdom,50.934787375,-1.3980085
UNIVERSITY OF SOUTHERN CALIFORNIA,United States,34.022018,-118.2853775
UNIVERSITY OF SOUTHERN DENMARK,Denmark,55.368435,10.428221
UNIVERSITY OF SOUTHERN QUEENSLAND,Australia,-27.603528,151.9319815
UNIVERSITY OF SOUTHERN QUEENSLAND ,Australia,-27.603528,151.9319815
UNIVERSITY OF ST ANDREWS,United Kingdom,56.341364,-2.793838
UNIVERSITY OF ST GALLEN (HSG),Switzerland,47.43251,9.37513
UNIVERSITY OF STIRLING,United Kingdom,56.1454835,-3.9199285
UNIVERSITY OF STRATHCLYDE,United Kingdom,55.8615225,-4.242985
UNIVERSITY OF SURREY,United Kingdom,51.242871,-0.5886405
UNIVERSITY OF SUSSEX,United Kingdom,50.865798,-0.08701
UNIVERSITY OF SZEGED,Hungary,46.250714,20.148963
UNIVERSITY OF TAMPERE,Finland,61.493647,23.778676
UNIVERSITY OF TARTU,Estonia,58.375331832,26.718830458
UNIVERSITY OF TASMANIA,Australia,-42.9041217,147.3247697
UNIVERSITY OF TECHNOLOGY SYDNEY (UTS),Australia,-33.883964,151.200549
"UNIVERSITY OF TECHNOLOGY, SYDNEY (UTS)",Australia,-33.883964,151.200549
UNIVERSITY OF TEHRAN,Iran,35.728954,51.388721
UNIVERSITY OF TENNESSEE,United States,35.9402135,-83.943768
UNIVERSITY OF TEXAS AT AUSTIN,United States,30.2853755,-97.735642
UNIVERSITY OF TEXAS DALLAS,United States,32.985556,-96.750326
UNIVERSITY OF TEXAS DALLAS ,United States,32.985556,-96.750326
UNIVERSITY OF THE PACIFIC,United States,37.979673,-121.312043
UNIVERSITY OF THE PHILIPPINES,Philippines,14.654002,121.0681
UNIVERSITY OF THE PUNJAB,Pakistan,31.508971,74.298084
UNIVERSITY OF THE SUNSHINE COAST,Australia,-26.717528,153.0626015
UNIVERSITY OF THE SUNSHINE COAST ,Australia,-26.717528,153.0626015
UNIVERSITY OF THE WEST OF ENGLAND,United Kingdom,51.500403,-2.547659
UNIVERSITY OF THE WESTERN CAPE,South Africa,-33.9329895,18.6304745
UNIVERSITY OF THE WITWATERSRAND,South Africa,-26.1909565,28.0293305
UNIVERSITY OF TORONTO,Canada,43.548175,-79.6626575
UNIVERSITY OF TROMSO,Norway,69.649208,18.955324
UNIVERSITY OF TSUKUBA,Japan,36.109331,140.1019965
UNIVERSITY OF TULSA,United States,36.1519115,-95.94638
UNIVERSITY OF TURKU,Finland,60.45249819,22.28416553
UNIVERSITY OF TWENTE,Netherlands,52.241198,6.851607
UNIVERSITY OF ULSAN,South Korea,35.542671,129.2571275
UNIVERSITY OF ULSAN ,South Korea,35.542671,129.2571275
UNIVERSITY OF ULSTER,United Kingdom,55.149336,-6.6763
UNIVERSITY OF UTAH,United States,40.769755,-111.837882
UNIVERSITY OF VERMONT,United States,44.477893,-73.1972305
UNIVERSITY OF VICTORIA,Canada,48.4647795,-123.310659
UNIVERSITY OF VIRGINIA,United States,38.041,-78.5222
UNIVERSITY OF WAIKATO,New Zealand,-37.7876825,175.3156765
UNIVERSITY OF WARSAW,Poland,52.229678,20.982649
UNIVERSITY OF WARSAW ,Poland,52.229678,20.982649
UNIVERSITY OF WASHINGTON,United States,47.654538,-122.3076595
UNIVERSITY OF WATERLOO,Canada,43.47162025,-80.541273
UNIVERSITY OF WESTMINSTER,United Kingdom,51.519489453125,-0.1417323671875
UNIVERSITY OF WINDSOR,Canada,42.306249,-83.06394575
UNIVERSITY OF WISCONSIN-MADISON,United States,43.0732435,-89.408095
UNIVERSITY OF WOLLONGONG,Australia,-34.889002,150.56792
UNIVERSITY OF WROCLAW,Poland,51.107071,17.032256
UNIVERSITY OF WYOMING,United States,41.313073,-105.5821365
UNIVERSITY OF YORK,United Kingdom,53.9469245,-1.052564
UNIVERSITY OF ZAGREB,Croatia,45.86503,15.801008
UNIVERSITY OF ZURICH,Switzerland,47.3748005,8.548363
UNIVERSITY POLITEHNICA OF BUCHAREST,Romania,44.4474655,26.0973125
UNIVERSITY TOULOUSE – JEAN JAURÈS,France,43.5779835,1.402145
UNIVERSITÀ CA' FOSCARI VENEZIA,Italy,45.4345555,12.3263005
UNIVERSITÀ CATTOLICA DEL SACRO CUORE,Italy,45.462393,9.1766785
UNIVERSITÀ COMMERCIALE LUIGI BOCCONI,Italy,45.45031625,9.188688875
UNIVERSITÀ DEGLI STUDI DI CATANIA (UNICT),Italy,37.507295,15.082277
UNIVERSITÀ DEGLI STUDI DI FERRARA,Italy,44.833518,11.626303
UNIVERSITÀ DEGLI STUDI DI FIRENZE (UNIFI),Italy,43.7793235,11.25826
UNIVERSITÀ DEGLI STUDI DI GENOVA,Italy,44.4149405,8.926215
UNIVERSITÀ DEGLI STUDI DI MILANO,Italy,45.4607685,9.1944555
UNIVERSITÀ DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,44.645002,10.927794
UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II,Italy,40.8462925,14.257262
UNIVERSITÀ DEGLI STUDI DI PADOVA (UNIPD),Italy,45.406769,11.876796
UNIVERSITÀ DEGLI STUDI DI PAVIA (UNIPV),Italy,45.194677,9.147289
UNIVERSITÀ DEGLI STUDI DI PERUGIA,Italy,43.11572,12.386359
UNIVERSITÀ DEGLI STUDI DI SALERNO,Italy,40.7631825,14.78694375
UNIVERSITÀ DEGLI STUDI DI SIENA (UNISI),Italy,43.312611,11.331705
UNIVERSITÀ DEGLI STUDI DI TORINO (UNITO),Italy,44.646191,7.658146
UNIVERSITÀ DEGLI STUDI DI TRENTO,Italy,46.069134,11.120599
UNIVERSITÀ DEGLI STUDI DI TRIESTE (UNITS),Italy,45.6585855,13.793491
UNIVERSITÀ DEGLI STUDI ROMA TRE,Italy,41.858911,12.474803
UNIVERSITÀ DI BOLOGNA (UNIBO),Italy,44.4952035,11.347144
UNIVERSITÀ DI PISA,Italy,43.7171145,10.398015
UNIVERSITÀ  DEGLI STUDI DI PALERMO,Italy,38.10846225,13.35667275
UNIVERSITÁ DEGLI STUDI DI ROMA - TOR VERGATA,Italy,41.903316,12.5158145
UNIVERSITÄT BAYREUTH,Germany,49.926699,11.580768
UNIVERSITÄT BIELEFELD,Germany,52.037716,8.4919685
UNIVERSITÄT BREMEN,Germany,53.1081475,8.853526
UNIVERSITÄT DES SAARLANDES,Germany,49.2552315,7.0416205
UNIVERSITÄT DUISBURG-ESSEN,Germany,51.463902,7.007517
UNIVERSITÄT DÜSSELDORF,Germany,51.1906925,6.793845
UNIVERSITÄT ERLANGEN-NÜRNBERG,Germany,49.598836,11.0112105
UNIVERSITÄT FRANKFURT AM MAIN,Germany,50.123368,8.659275
UNIVERSITÄT FREIBURG,Germany,47.994192,7.847365
UNIVERSITÄT HAMBURG,Germany,53.566698,9.9842545
UNIVERSITÄT HOHENHEIM,Germany,48.712179,9.2128
UNIVERSITÄT INNSBRUCK,Austria,47.2627805,11.384042
UNIVERSITÄT JENA,Germany,50.9284225,11.582276
UNIVERSITÄT KONSTANZ,Germany,47.689901,9.18843
UNIVERSITÄT KÖLN,Germany,48.142089,11.570619
UNIVERSITÄT LEIPZIG,Germany,51.3386645,12.3787115
UNIVERSITÄT MANNHEIM,Germany,49.48297225,8.46419525
UNIVERSITÄT POTSDAM,Germany,52.408663,12.975969
UNIVERSITÄT REGENSBURG,Germany,48.9984555,12.094425
